                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                0.57541,                0.61739,                 1.8728,                0.87403,                0.87097,                0.92588,                0.82547,                0.92689,                0.69903,                 2.1934,             0.00078428,             0.00078428,             0.00078428
                    309,                0.55603,                0.59546,                 1.8492,                 0.9107,                0.85531,                0.93389,                0.83023,                0.96424,                0.72632,                 2.2803,             0.00078032,             0.00078032,             0.00078032
                    310,                0.59992,                0.60646,                 1.8636,                0.88185,                0.84516,                0.92417,                 0.8225,                 1.0137,                0.72154,                 2.3164,             0.00077636,             0.00077636,             0.00077636
                    311,                0.60084,                0.62666,                 1.8832,                0.87638,                0.87097,                0.91535,                0.80443,                0.99442,                0.75263,                 2.2907,              0.0007724,              0.0007724,              0.0007724
                    312,                0.58703,                0.60039,                 1.8721,                 0.8818,                0.86632,                0.93683,                0.82447,                 1.0536,                 0.7339,                 2.3569,             0.00076844,             0.00076844,             0.00076844
                    313,                0.62371,                0.65891,                  1.888,                0.89255,                0.85749,                0.93503,                0.82543,                0.98753,                0.73015,                 2.2719,             0.00076448,             0.00076448,             0.00076448
                    314,                0.58821,                0.59577,                 1.8789,                0.93866,                0.78983,                  0.929,                0.81993,                0.98648,                0.70887,                 2.2984,             0.00076052,             0.00076052,             0.00076052
                    315,                0.59222,                 0.6093,                  1.893,                0.88666,                0.86452,                0.91985,                0.82326,                 1.0215,                0.82956,                 2.3767,             0.00075656,             0.00075656,             0.00075656
                    316,                0.63115,                0.63241,                 1.9025,                0.90726,                0.82051,                0.91249,                0.81164,                 1.0436,                0.81863,                  2.371,              0.0007526,              0.0007526,              0.0007526
                    317,                0.61362,                0.61467,                 1.8827,                 0.8688,                0.87742,                0.92344,                0.81376,                 1.0763,                0.77188,                 2.3566,             0.00074864,             0.00074864,             0.00074864
                    318,                0.58243,                0.58079,                 1.8743,                0.94626,                 0.8129,                0.93298,                0.82623,                 1.0507,                0.74834,                 2.3348,             0.00074468,             0.00074468,             0.00074468
                    319,                0.56801,                0.56786,                   1.86,                0.93805,                0.81935,                0.93227,                0.83523,                 1.0021,                0.73854,                 2.2816,             0.00074072,             0.00074072,             0.00074072
                    320,                0.58198,                0.59524,                 1.8847,                0.90653,                0.85806,                0.92675,                0.81995,                 0.8902,                0.71112,                 2.2006,             0.00073676,             0.00073676,             0.00073676
                    321,                0.57857,                0.58947,                 1.8626,                0.87957,                0.87742,                0.93467,                0.84092,                0.89244,                0.64735,                 2.2047,              0.0007328,              0.0007328,              0.0007328
                    322,                0.59236,                0.60406,                 1.8737,                0.87755,                0.81935,                0.92018,                0.82627,                 1.0029,                0.75794,                 2.2814,             0.00072884,             0.00072884,             0.00072884
                    323,                0.60605,                0.61775,                 1.8697,                0.88095,                0.85931,                0.92512,                0.82572,                 1.0144,                0.71092,                 2.3139,             0.00072488,             0.00072488,             0.00072488
                    324,                0.60357,                0.60994,                 1.8996,                0.80892,                0.89677,                0.91259,                0.81127,                 1.0214,                0.77075,                 2.3591,             0.00072092,             0.00072092,             0.00072092
                    325,                0.57594,                0.60601,                 1.8698,                0.91969,                 0.8127,                0.92308,                0.81432,                 0.9934,                 0.7614,                 2.2649,             0.00071696,             0.00071696,             0.00071696
                    326,                0.61939,                0.61359,                 1.8647,                0.89778,                 0.8129,                 0.9177,                0.82486,                 1.0015,                0.73061,                 2.2626,               0.000713,               0.000713,               0.000713
                    327,                0.56066,                0.62438,                 1.8544,                0.88246,                0.83871,                0.90708,                0.81149,                0.96006,                0.74553,                 2.2477,             0.00070904,             0.00070904,             0.00070904
                    328,                0.59143,                0.59279,                 1.8586,                0.89546,                0.78065,                0.89447,                0.79233,                0.89158,                0.77955,                 2.1806,             0.00070508,             0.00070508,             0.00070508
                    329,                0.57957,                0.62253,                 1.8765,                 0.9248,                0.81935,                0.91254,                  0.815,                0.93714,                0.73175,                 2.2226,             0.00070112,             0.00070112,             0.00070112
                    330,                0.60199,                0.63294,                 1.8793,                0.85735,                0.87097,                0.91677,                0.81521,                0.91378,                0.70264,                 2.2009,             0.00069716,             0.00069716,             0.00069716
                    331,                0.63564,                0.61394,                 1.8894,                0.92645,                 0.8129,                0.92309,                0.81105,                 1.0068,                0.75311,                 2.3048,              0.0006932,              0.0006932,              0.0006932
                    332,                0.55246,                0.57344,                 1.8363,                0.88005,                0.81935,                0.92711,                0.82253,                 1.1226,                0.74611,                 2.4798,             0.00068924,             0.00068924,             0.00068924
                    333,                0.55291,                0.58495,                 1.8575,                0.90337,                0.84444,                0.92534,                0.82337,                 1.0196,                0.74622,                 2.3335,             0.00068528,             0.00068528,             0.00068528
                    334,                   0.55,                0.55666,                 1.8678,                0.91046,                0.81935,                0.91724,                0.82125,                 1.0337,                0.79053,                 2.3216,             0.00068132,             0.00068132,             0.00068132
                    335,                0.53872,                0.55743,                 1.8456,                0.92661,                0.81454,                0.92557,                0.83358,                  1.024,                0.73062,                 2.3123,             0.00067736,             0.00067736,             0.00067736
                    336,                0.57926,                0.61816,                 1.8627,                0.88305,                0.85806,                0.92482,                0.82216,                 1.1062,                 0.7331,                 2.4229,              0.0006734,              0.0006734,              0.0006734
                    337,                0.56037,                0.57721,                 1.8623,                0.90369,                0.87742,                0.94004,                 0.8285,                 1.0432,                0.70032,                 2.3762,             0.00066944,             0.00066944,             0.00066944
                    338,                0.56817,                0.55121,                  1.867,                0.84858,                0.86775,                0.91858,                0.81323,                 1.0155,                0.76333,                    2.3,             0.00066548,             0.00066548,             0.00066548
                    339,                0.58767,                0.60065,                 1.8848,                0.88318,                0.82916,                0.90202,                0.80764,                0.96607,                0.81052,                 2.2605,             0.00066152,             0.00066152,             0.00066152
                    340,                0.58623,                0.58039,                 1.8724,                0.91503,                0.82581,                0.92909,                0.83217,                 1.0079,                0.73564,                 2.3576,             0.00065756,             0.00065756,             0.00065756
                    341,                 0.5452,                0.58623,                 1.8711,                0.90234,                0.85161,                0.92854,                 0.8213,                 1.0027,                0.79731,                 2.3304,              0.0006536,              0.0006536,              0.0006536
                    342,                 0.5683,                0.55353,                 1.8549,                0.89768,                0.85161,                0.93046,                0.83501,                0.98982,                0.73136,                 2.2735,             0.00064964,             0.00064964,             0.00064964
                    343,                0.57133,                0.59768,                 1.8582,                0.84323,                0.86753,                0.92228,                0.82005,                 1.0177,                0.76815,                 2.3135,             0.00064568,             0.00064568,             0.00064568
                    344,                0.57299,                0.61875,                 1.8879,                0.89274,                0.85913,                0.93178,                0.82512,                 1.0417,                0.74837,                 2.3889,             0.00064172,             0.00064172,             0.00064172
                    345,                0.60682,                0.61238,                 1.8785,                 0.9342,                0.82435,                 0.9261,                 0.8226,                 1.0073,                 0.7491,                 2.3308,             0.00063776,             0.00063776,             0.00063776
                    346,                0.56267,                 0.5872,                 1.8635,                0.94849,                0.83226,                0.92112,                0.81845,                 1.0159,                0.76091,                   2.37,              0.0006338,              0.0006338,              0.0006338
                    347,                0.53747,                0.55522,                 1.8427,                0.93546,                0.83226,                0.92719,                0.82181,                 1.0195,                0.75932,                 2.3601,             0.00062984,             0.00062984,             0.00062984
                    348,                0.59589,                0.58445,                 1.8718,                0.89061,                0.85161,                0.93286,                 0.8301,                0.98034,                0.74317,                 2.3204,             0.00062588,             0.00062588,             0.00062588
                    349,                0.56824,                0.60958,                   1.88,                0.90152,                0.81935,                0.92213,                0.82108,                 1.0324,                0.74797,                 2.3499,             0.00062192,             0.00062192,             0.00062192
                    350,                0.53569,                0.57229,                  1.829,                0.94697,                0.80638,                0.92334,                0.82718,                 1.0521,                0.76345,                 2.3963,             0.00061796,             0.00061796,             0.00061796
                    351,                0.52268,                0.55699,                 1.8378,                0.93459,                0.83871,                0.92718,                0.83139,                 1.0413,                0.72319,                 2.4054,               0.000614,               0.000614,               0.000614
                    352,                 0.5397,                0.57492,                 1.8476,                0.89204,                0.85806,                0.92708,                0.82958,                 1.0244,                0.74748,                 2.3679,             0.00061004,             0.00061004,             0.00061004
                    353,                0.56337,                0.56693,                 1.8652,                0.94409,                0.83226,                0.93012,                0.83311,                 1.0577,                0.72595,                 2.4352,             0.00060608,             0.00060608,             0.00060608
                    354,                0.56227,                 0.5977,                 1.8717,                0.87151,                0.88387,                0.93971,                0.83225,                 1.0884,                 0.6785,                  2.495,             0.00060212,             0.00060212,             0.00060212
                    355,                0.55709,                 0.5773,                 1.8478,                0.89496,                0.87097,                 0.9427,                0.83524,                 1.0277,                0.62616,                 2.3862,             0.00059816,             0.00059816,             0.00059816
                    356,                0.52777,                0.55261,                 1.8451,                0.91178,                0.86688,                0.93471,                 0.8353,                0.99482,                0.66073,                 2.3133,              0.0005942,              0.0005942,              0.0005942
                    357,                0.55385,                0.55258,                 1.8543,                0.88711,                0.87742,                0.92465,                0.83209,                0.99636,                0.74343,                  2.291,             0.00059024,             0.00059024,             0.00059024
                    358,                0.55507,                0.59145,                 1.8602,                0.85642,                0.87097,                 0.9238,                0.82803,                 1.0195,                0.71703,                 2.2887,             0.00058628,             0.00058628,             0.00058628
                    359,                0.54231,                0.56908,                 1.8545,                0.93078,                0.81935,                0.92238,                0.82369,                 1.0119,                  0.742,                 2.3002,             0.00058232,             0.00058232,             0.00058232
                    360,                0.55221,                0.57737,                 1.8499,                0.97008,                0.83684,                0.92812,                0.84009,                0.96286,                0.68172,                 2.2602,             0.00057836,             0.00057836,             0.00057836
                    361,                0.55749,                0.60487,                 1.8593,                0.91803,                0.86703,                0.93443,                 0.8426,                0.93348,                0.70767,                 2.2302,              0.0005744,              0.0005744,              0.0005744
                    362,                0.57427,                0.62961,                 1.8719,                0.96183,                0.81289,                0.93797,                0.84568,                0.94287,                0.62398,                 2.2638,             0.00057044,             0.00057044,             0.00057044
                    363,                0.56006,                0.59136,                 1.8661,                0.93423,                0.82484,                0.93764,                0.84773,                0.95295,                0.64819,                 2.2609,             0.00056648,             0.00056648,             0.00056648
                    364,                0.54147,                0.55835,                 1.8717,                0.91675,                0.86452,                0.93561,                 0.8541,                0.89198,                0.65873,                 2.1623,             0.00056252,             0.00056252,             0.00056252
                    365,                0.52482,                0.52762,                 1.8359,                0.87046,                0.89677,                0.93729,                0.86149,                0.87859,                0.64696,                 2.1683,             0.00055856,             0.00055856,             0.00055856
                    366,                0.56704,                0.57209,                 1.8632,                 0.9137,                0.83226,                0.92026,                0.84373,                 0.9219,                0.69775,                 2.2316,              0.0005546,              0.0005546,              0.0005546
                    367,                0.60966,                0.58841,                 1.8771,                0.94153,                0.83115,                  0.926,                0.84008,                 1.0276,                0.74767,                 2.3654,             0.00055064,             0.00055064,             0.00055064
                    368,                0.48397,                0.53407,                 1.8053,                0.86674,                0.88119,                0.92952,                0.83849,                 1.0377,                0.66195,                 2.3685,             0.00054668,             0.00054668,             0.00054668
                    369,                0.51992,                0.54434,                 1.8452,                0.88374,                0.83226,                0.91895,                0.82351,                0.99963,                0.67936,                 2.3198,             0.00054272,             0.00054272,             0.00054272
                    370,                0.49547,                0.50148,                 1.8367,                0.89627,                0.83617,                 0.9126,                 0.8209,                 1.0335,                0.81674,                 2.3672,             0.00053876,             0.00053876,             0.00053876
                    371,                0.53473,                0.56581,                 1.8541,                0.87483,                0.87097,                0.92613,                0.83251,                   1.01,                0.70738,                 2.3081,              0.0005348,              0.0005348,              0.0005348
                    372,                0.59689,                0.61429,                 1.8739,                0.92557,                0.81935,                0.92444,                0.84083,                0.95729,                0.69353,                 2.2411,             0.00053084,             0.00053084,             0.00053084
                    373,                0.52766,                0.55558,                 1.8381,                0.93213,                0.85161,                0.92538,                0.84038,                0.92467,                0.72411,                 2.2104,             0.00052688,             0.00052688,             0.00052688
                    374,                0.56401,                0.55696,                 1.8753,                0.94059,                0.81718,                0.92565,                0.83561,                0.89331,                0.72114,                 2.1778,             0.00052292,             0.00052292,             0.00052292
                    375,                0.51359,                0.54601,                 1.8503,                0.91013,                0.83871,                  0.928,                0.84833,                0.93658,                 0.6373,                 2.2498,             0.00051896,             0.00051896,             0.00051896
                    376,                0.50555,                 0.5332,                 1.8376,                 0.9154,                0.83768,                0.93323,                0.83459,                 1.0087,                0.71383,                 2.3059,               0.000515,               0.000515,               0.000515
                    377,                0.56798,                 0.5927,                  1.868,                0.91016,                0.84968,                0.93321,                0.83602,                0.99701,                0.72276,                 2.3051,             0.00051104,             0.00051104,             0.00051104
                    378,                 0.5323,                0.55587,                 1.8423,                0.91919,                0.84516,                0.93349,                0.83603,                0.95521,                 0.6811,                 2.2824,             0.00050708,             0.00050708,             0.00050708
                    379,                0.55777,                0.57667,                 1.8681,                 0.9035,                0.84516,                0.92623,                0.83032,                0.98278,                0.72388,                 2.3479,             0.00050312,             0.00050312,             0.00050312
                    380,                0.53481,                0.54955,                 1.8471,                 0.8503,                0.87952,                0.92216,                0.82267,                0.97774,                0.74336,                 2.3531,             0.00049916,             0.00049916,             0.00049916
                    381,                0.55628,                0.56195,                  1.845,                0.89544,                0.88398,                0.93524,                 0.8335,                 1.0253,                0.70183,                 2.3659,              0.0004952,              0.0004952,              0.0004952
                    382,                0.50326,                0.52944,                  1.825,                0.91826,                0.86973,                 0.9317,                0.83506,                 1.0062,                0.67167,                 2.3567,             0.00049124,             0.00049124,             0.00049124
                    383,                0.55349,                0.53991,                  1.856,                0.84909,                0.90751,                0.93673,                0.84341,                0.95579,                  0.672,                  2.321,             0.00048728,             0.00048728,             0.00048728
                    384,                0.51536,                0.56117,                 1.8283,                0.90405,                0.85161,                0.93658,                0.84468,                0.93902,                0.68723,                 2.2882,             0.00048332,             0.00048332,             0.00048332
                    385,                0.54558,                0.58194,                 1.8606,                0.90126,                0.88336,                0.93316,                0.83266,                0.95002,                0.72623,                 2.2868,             0.00047936,             0.00047936,             0.00047936
                    386,                0.53148,                0.55563,                 1.8618,                0.89099,                0.87097,                0.92752,                0.83101,                0.97904,                 0.7179,                 2.2992,              0.0004754,              0.0004754,              0.0004754
                    387,                0.50749,                0.52721,                 1.8403,                 0.9047,                0.85806,                0.93304,                0.83366,                0.99806,                0.68231,                 2.3262,             0.00047144,             0.00047144,             0.00047144
                    388,                0.52942,                0.52517,                 1.8317,                0.87804,                0.89677,                0.93613,                0.84495,                 0.9948,                0.64654,                 2.3261,             0.00046748,             0.00046748,             0.00046748
                    389,                0.49235,                0.51562,                 1.8378,                0.89454,                0.86452,                0.93212,                0.84198,                0.99688,                0.70404,                 2.3133,             0.00046352,             0.00046352,             0.00046352
                    390,                0.52737,                0.53466,                 1.8428,                0.90496,                0.86005,                 0.9324,                0.84161,                0.98842,                0.68782,                 2.3363,             0.00045956,             0.00045956,             0.00045956
                    391,                0.52184,                0.51674,                 1.8365,                0.94752,                0.81534,                0.93321,                 0.8426,                0.95696,                0.68204,                 2.3065,              0.0004556,              0.0004556,              0.0004556
                    392,                0.52049,                0.54548,                 1.8642,                0.88935,                0.88157,                0.92617,                 0.8441,                0.90616,                0.67304,                 2.2328,             0.00045164,             0.00045164,             0.00045164
                    393,                0.54681,                0.58159,                 1.8418,                0.91169,                0.85806,                0.93178,                 0.8493,                0.89803,                0.68273,                 2.1914,             0.00044768,             0.00044768,             0.00044768
                    394,                 0.5457,                0.53184,                 1.8494,                0.89078,                0.89032,                0.93771,                0.85417,                0.94769,                0.66758,                 2.2803,             0.00044372,             0.00044372,             0.00044372
                    395,                 0.4999,                0.52352,                  1.816,                 0.9275,                0.82531,                0.91722,                0.83888,                0.99268,                0.76768,                 2.3339,             0.00043976,             0.00043976,             0.00043976
                    396,                0.52714,                0.55468,                 1.8449,                0.89578,                 0.8318,                0.90929,                0.83382,                0.98582,                0.79481,                 2.3352,              0.0004358,              0.0004358,              0.0004358
                    397,                0.49002,                0.50587,                 1.8075,                0.86745,                0.85806,                0.91929,                0.83549,                 1.0025,                 0.7219,                 2.3336,             0.00043184,             0.00043184,             0.00043184
                    398,                 0.5215,                0.52324,                 1.8448,                0.90373,                0.86452,                0.91784,                0.83237,                0.97386,                0.72447,                 2.2818,             0.00042788,             0.00042788,             0.00042788
                    399,                0.53146,                0.54903,                 1.8496,                0.86411,                0.88387,                0.91546,                0.82899,                0.97944,                0.74313,                 2.2839,             0.00042392,             0.00042392,             0.00042392
                    400,                 0.5424,                0.56036,                  1.853,                0.91947,                0.82581,                0.91586,                0.83857,                0.96882,                0.72025,                 2.2906,             0.00041996,             0.00041996,             0.00041996
                    401,                0.49189,                0.52887,                 1.8177,                0.93219,                0.81935,                0.90884,                 0.8327,                0.98075,                 0.7376,                 2.2828,               0.000416,               0.000416,               0.000416
                    402,                0.50014,                 0.5386,                 1.8487,                0.90741,                0.82581,                0.90816,                0.83438,                  1.014,                0.73428,                 2.3309,             0.00041204,             0.00041204,             0.00041204
                    403,                0.48597,                 0.5201,                  1.816,                0.89566,                0.85806,                0.92541,                0.83379,                0.99771,                0.70588,                 2.3449,             0.00040808,             0.00040808,             0.00040808
                    404,                0.52942,                 0.5191,                  1.833,                0.91353,                0.81795,                0.92029,                0.84002,                0.91707,                0.68173,                  2.227,             0.00040412,             0.00040412,             0.00040412
                    405,                0.50412,                0.51279,                 1.8377,                 0.8847,                0.84158,                0.91827,                0.84282,                0.89643,                   0.67,                 2.2155,             0.00040016,             0.00040016,             0.00040016
                    406,                  0.507,                0.55033,                 1.8395,                  0.877,                0.85161,                0.91891,                0.84642,                 0.8938,                0.70845,                 2.2071,              0.0003962,              0.0003962,              0.0003962
                    407,                0.49735,                0.53129,                 1.8196,                0.95533,                 0.7871,                0.92078,                0.84374,                0.92912,                0.74728,                 2.2437,             0.00039224,             0.00039224,             0.00039224
                    408,                0.52752,                0.54143,                 1.8552,                0.91534,                0.80645,                 0.9165,                0.83766,                0.95114,                0.73549,                 2.2796,             0.00038828,             0.00038828,             0.00038828
                    409,                0.50735,                0.53389,                 1.8325,                0.90123,                0.82417,                0.91227,                0.83378,                0.96908,                0.76386,                 2.3287,             0.00038432,             0.00038432,             0.00038432
                    410,                0.48604,                0.51071,                  1.825,                0.93816,                 0.8129,                0.91696,                0.83878,                0.96788,                0.73206,                 2.3497,             0.00038036,             0.00038036,             0.00038036
                    411,                0.50897,                0.53483,                 1.8266,                0.89915,                0.84516,                0.92424,                0.83975,                0.96882,                0.69639,                  2.334,              0.0003764,              0.0003764,              0.0003764
                    412,                0.53706,                0.57104,                 1.8547,                0.90471,                0.84516,                0.93301,                0.84663,                0.97057,                 0.7034,                 2.3521,             0.00037244,             0.00037244,             0.00037244
                    413,                0.51786,                0.55518,                  1.849,                0.94784,                0.82071,                 0.9353,                0.84485,                 0.9756,                0.66921,                  2.343,             0.00036848,             0.00036848,             0.00036848
                    414,                0.50326,                0.55329,                  1.816,                0.88299,                0.89677,                0.93746,                0.85013,                0.94123,                0.64174,                 2.2843,             0.00036452,             0.00036452,             0.00036452
                    415,                0.51118,                0.55046,                 1.8467,                0.91231,                0.87256,                0.93612,                0.85601,                0.94335,                0.65097,                 2.2728,             0.00036056,             0.00036056,             0.00036056
                    416,                0.47709,                0.54264,                 1.8212,                0.86751,                0.89677,                0.93653,                 0.8512,                0.94449,                0.67302,                 2.2641,              0.0003566,              0.0003566,              0.0003566
                    417,                0.51878,                0.52797,                 1.8297,                0.86471,                0.90719,                0.93933,                0.85711,                0.91802,                0.62027,                 2.2547,             0.00035264,             0.00035264,             0.00035264
                    418,                0.53962,                0.55195,                 1.8382,                0.93021,                 0.8599,                0.94364,                0.85787,                0.94209,                0.60465,                 2.3006,             0.00034868,             0.00034868,             0.00034868
                    419,                 0.4715,                0.50394,                 1.8157,                0.92597,                0.88763,                0.94448,                0.85305,                0.97608,                0.61136,                 2.3533,             0.00034472,             0.00034472,             0.00034472
                    420,                0.50307,                0.52548,                 1.8232,                0.94185,                0.83594,                0.94197,                0.85037,                0.98832,                0.66136,                 2.3687,             0.00034076,             0.00034076,             0.00034076
                    421,                0.49177,                 0.5067,                 1.8222,                0.90068,                0.90323,                0.94002,                0.84891,                0.95731,                0.68467,                 2.3317,              0.0003368,              0.0003368,              0.0003368
                    422,                0.49546,                0.53998,                  1.822,                0.93574,                0.84553,                0.93725,                0.84784,                0.93759,                 0.6767,                 2.2904,             0.00033284,             0.00033284,             0.00033284
                    423,                0.49345,                 0.5193,                 1.8302,                0.94686,                0.85806,                0.93831,                0.84729,                0.97289,                0.68875,                 2.3146,             0.00032888,             0.00032888,             0.00032888
                    424,                0.52337,                0.52848,                 1.8172,                0.91951,                0.87097,                0.93882,                0.85551,                0.97845,                0.67866,                 2.3167,             0.00032492,             0.00032492,             0.00032492
                    425,                0.48625,                0.52133,                 1.8206,                 0.9727,                0.83871,                   0.94,                0.85865,                0.97297,                0.68199,                 2.3152,             0.00032096,             0.00032096,             0.00032096
                    426,                0.47614,                0.50646,                  1.812,                0.94182,                0.85806,                0.93953,                0.85154,                0.96489,                 0.6756,                 2.2818,               0.000317,               0.000317,               0.000317
                    427,                0.48413,                0.53132,                 1.8106,                0.96113,                0.83226,                0.93078,                0.84467,                0.95265,                0.71832,                 2.2641,             0.00031304,             0.00031304,             0.00031304
                    428,                0.51582,                0.57873,                 1.8441,                0.96236,                0.83226,                0.93491,                0.84715,                0.97643,                0.71104,                 2.3069,             0.00030908,             0.00030908,             0.00030908
                    429,                0.49089,                0.52266,                 1.8258,                 0.9923,                0.83153,                0.93648,                0.84387,                0.96784,                0.73618,                 2.3114,             0.00030512,             0.00030512,             0.00030512
                    430,                0.47477,                 0.5277,                 1.8162,                0.94816,                0.82601,                0.93921,                0.85006,                0.95591,                0.70689,                 2.2803,             0.00030116,             0.00030116,             0.00030116
                    431,                0.45517,                0.51391,                 1.7874,                0.97209,                0.80645,                0.93524,                 0.8584,                0.93195,                 0.6623,                 2.2361,              0.0002972,              0.0002972,              0.0002972
                    432,                0.48126,                0.51288,                 1.8159,                0.90099,                0.87097,                0.93666,                0.85892,                0.91748,                0.64031,                 2.2182,             0.00029324,             0.00029324,             0.00029324
                    433,                0.48461,                0.51188,                 1.7933,                0.96203,                0.81726,                0.93835,                0.85948,                0.91518,                0.62307,                 2.2288,             0.00028928,             0.00028928,             0.00028928
                    434,                0.49931,                0.51434,                 1.8112,                0.88338,                0.88387,                0.93432,                0.85278,                0.92525,                0.64577,                  2.252,             0.00028532,             0.00028532,             0.00028532
                    435,                0.51347,                0.51423,                 1.8268,                0.91954,                0.81935,                0.93019,                0.84708,                0.97059,                0.67686,                 2.3139,             0.00028136,             0.00028136,             0.00028136
                    436,                0.49497,                0.52236,                 1.8258,                0.85941,                0.89032,                0.92994,                0.84383,                 1.0072,                 0.6902,                 2.3545,              0.0002774,              0.0002774,              0.0002774
                    437,                 0.4761,                0.49515,                  1.826,                0.90447,                0.89032,                0.94119,                0.84516,                 1.0113,                0.69136,                 2.3834,             0.00027344,             0.00027344,             0.00027344
                    438,                0.48592,                0.56472,                 1.8299,                0.91891,                0.87733,                0.93861,                0.83819,                0.97973,                0.68067,                 2.3551,             0.00026948,             0.00026948,             0.00026948
                    439,                0.45803,                0.50898,                 1.8228,                0.91272,                0.86452,                0.93444,                0.83392,                0.97125,                0.67541,                 2.3291,             0.00026552,             0.00026552,             0.00026552
                    440,                0.49318,                0.49899,                 1.8369,                 0.8648,                0.89677,                 0.9255,                0.83561,                0.98471,                0.68707,                 2.3483,             0.00026156,             0.00026156,             0.00026156
                    441,                0.47533,                0.52497,                 1.8284,                0.89404,                0.87097,                0.93126,                0.84201,                0.99043,                0.67522,                 2.3769,              0.0002576,              0.0002576,              0.0002576
                    442,                0.47032,                0.49858,                 1.8058,                0.88722,                0.86279,                0.92865,                0.84153,                 0.9728,                0.66998,                 2.3345,             0.00025364,             0.00025364,             0.00025364
                    443,                0.51812,                0.54296,                 1.8419,                0.86641,                0.87097,                0.92657,                   0.84,                0.96573,                0.67499,                  2.333,             0.00024968,             0.00024968,             0.00024968
                    444,                0.47487,                0.49378,                 1.8243,                 0.8722,                0.88387,                  0.926,                0.84179,                0.95045,                0.68341,                 2.2977,             0.00024572,             0.00024572,             0.00024572
                    445,                0.47155,                0.52543,                 1.8281,                0.86683,                0.88191,                0.92535,                0.84081,                0.93713,                0.66499,                 2.2841,             0.00024176,             0.00024176,             0.00024176
                    446,                0.50104,                0.53339,                 1.8417,                0.90331,                0.86452,                0.92561,                 0.8341,                0.96341,                0.65899,                 2.3112,              0.0002378,              0.0002378,              0.0002378
                    447,                 0.4871,                0.50108,                 1.8349,                0.86801,                0.89096,                0.93116,                0.84159,                0.95639,                0.66031,                 2.2734,             0.00023384,             0.00023384,             0.00023384
                    448,                0.47951,                0.51349,                 1.8107,                0.87023,                0.89677,                 0.9319,                0.84826,                0.91977,                 0.6606,                 2.2618,             0.00022988,             0.00022988,             0.00022988
                    449,                0.44476,                0.47003,                 1.8035,                0.91397,                0.86452,                0.93299,                0.84821,                0.95301,                0.65688,                 2.3014,             0.00022592,             0.00022592,             0.00022592
                    450,                0.49227,                0.49218,                 1.8217,                0.93381,                0.85161,                0.93532,                0.85068,                0.94154,                0.65099,                 2.2917,             0.00022196,             0.00022196,             0.00022196
                    451,                0.46522,                0.49482,                 1.8017,                0.92842,                0.83678,                0.93302,                0.84595,                0.92117,                0.67461,                 2.2594,               0.000218,               0.000218,               0.000218
                    452,                0.45895,                0.47418,                 1.7962,                0.93709,                0.82581,                0.92575,                0.83518,                0.95296,                0.68753,                 2.2776,             0.00021404,             0.00021404,             0.00021404
                    453,                0.48621,                0.53018,                 1.8152,                0.88909,                0.86452,                0.92347,                0.83098,                0.96337,                0.71096,                 2.2915,             0.00021008,             0.00021008,             0.00021008
                    454,                0.48933,                0.50519,                 1.8266,                0.88907,                0.87742,                0.92075,                0.83421,                 0.9647,                0.69674,                 2.3168,             0.00020612,             0.00020612,             0.00020612
                    455,                0.45951,                0.48582,                  1.811,                0.88497,                0.87742,                0.92473,                0.84008,                0.94479,                0.70548,                 2.3178,             0.00020216,             0.00020216,             0.00020216
                    456,                0.51588,                0.52824,                  1.851,                0.87126,                0.89032,                0.92843,                0.84515,                 0.9311,                0.72111,                 2.2798,              0.0001982,              0.0001982,              0.0001982
                    457,                0.46807,                0.52553,                 1.8268,                0.91351,                0.83871,                0.92584,                0.84166,                  0.928,                 0.6938,                 2.2631,             0.00019424,             0.00019424,             0.00019424
                    458,                0.48517,                0.50519,                 1.8292,                0.86133,                0.88163,                0.93092,                0.84792,                0.89921,                0.66765,                 2.2306,             0.00019028,             0.00019028,             0.00019028
                    459,                0.43375,                0.48186,                 1.7972,                 0.8669,                0.88242,                0.93294,                0.84811,                0.89833,                0.66068,                 2.2323,             0.00018632,             0.00018632,             0.00018632
                    460,                0.48821,                0.50177,                 1.8207,                0.89364,                0.86732,                0.93379,                0.84714,                0.91371,                0.66189,                 2.2646,             0.00018236,             0.00018236,             0.00018236
                    461,                0.48411,                0.50488,                 1.8161,                0.90852,                0.83295,                0.93177,                0.84269,                0.93705,                0.66585,                 2.3101,              0.0001784,              0.0001784,              0.0001784
                    462,                0.47004,                0.48879,                 1.8119,                0.89763,                0.84857,                 0.9294,                0.83838,                0.95651,                0.65982,                 2.3142,             0.00017444,             0.00017444,             0.00017444
                    463,                0.47629,                0.49496,                 1.8188,                0.89556,                0.84516,                0.92511,                0.83539,                0.97065,                0.66672,                 2.3222,             0.00017048,             0.00017048,             0.00017048
                    464,                0.48295,                0.49481,                   1.83,                0.90009,                0.85806,                0.92695,                0.83939,                0.95059,                0.65896,                 2.3071,             0.00016652,             0.00016652,             0.00016652
                    465,                0.51024,                0.52567,                 1.8392,                0.92735,                0.83871,                0.92769,                0.83758,                0.94429,                0.65253,                 2.2964,             0.00016256,             0.00016256,             0.00016256
